year,mon,day,prcp,tmax,tmin,wspd,rhum,rsds
2011,11,4,0,16.50099783,9.576604733,2.6,0.327719167,14.72177883
2011,11,5,0,19.35733542,11.27761328,2.8,0.400783366,5.202904356
2011,11,6,0,20.28265213,12.23848346,1.578004879,0.427506312,8.588139301
2011,11,7,0,20.63321081,10.62849011,2.9,0.30556702,10.36822485
2011,11,8,4.016711306,15.72234279,-1.065307427,6.347584346,0.74962413,11.51786458
2011,11,9,1.18788575,8.136430454,-0.791786093,5.037325411,0.916140104,8.533573606
2011,11,10,0,11.72212533,3.243794534,2.9,0.591188013,9.126317944
2011,11,11,0,14.54308927,6.008078925,0.735717712,0.570726018,11.00001482
2011,11,12,0,16.79972317,9.002681401,0.743628956,0.518639485,6.054947176
2011,11,13,0,18.41568325,9.011846587,0.608919773,0.480273632,10.78435956
2011,11,14,0,19.25869847,10.31979632,1.170878694,0.434092896,10.88389416
2011,11,15,14.00600412,19.66786718,9.690713191,3.8,0.592370391,1.680962006
2011,11,16,1.586516052,14.93545614,2.621085884,4.315174432,0.812835486,6.337058667
2011,11,17,0,10.04892149,2.547047739,4.467436951,0.616970762,3.746551895
2011,11,18,0,15.44537712,5.491739663,2.958684676,0.267237621,12.33455069
2011,11,19,0,15.20843038,8.870123421,1.022022107,0.354797404,10.273424
2011,11,20,3.718897826,17.37952883,9.555015236,2.1,0.333011421,2.534207443
2011,11,21,5.075337085,17.92272305,8.571060991,2.3,0.641854249,3.630106067
2011,11,22,4.430662558,16.18281044,3.926879223,3.709533716,0.50975,10.4129581
2011,11,23,0,10.97954004,3.716061458,4.346711017,0.592370391,5.249016762
2011,11,24,0,15.13813001,6.273647425,3.5,0.486392919,4.628176263
2011,11,25,0.1,15.44032763,8.031014488,4.365538828,0.387067778,5.676576615
2011,11,26,0,17.72808942,1.159197992,5.06079045,0.404955432,9.71366118
2011,11,27,0,6.551368551,0.057675283,3.764816319,0.687943193,11.23116633
2011,11,28,0,13.9222442,1.424043934,3.4,0.523479908,5.822811969
2011,11,29,0,14.03932855,-1.93005028,4.2,0.592370391,0.830015736
2011,11,30,0,5.824988659,-1.733983172,4.204595461,0.92232,8.522182152
2011,12,1,0,8.885305914,1.284964745,3.531672112,0.419381263,12.37237688
2011,12,2,0,8.41189744,2.4,3.3286338,0.409630502,9.974695299
2011,12,3,0,9.58527707,2.97532979,1.802734795,0.371522596,7.274424143
2011,12,4,0,11.08501692,4.007091795,1.801268353,0.364383845,6.998123066
2011,12,5,0,10.2,-1.877460105,3.744026686,0.435336293,4.769999925
2011,12,6,0,2.719733189,-4.684240449,4.603359014,0.897660036,3.836605964
2011,12,7,0,2.88973386,-4.500019056,4.2,0.581532346,9.290108069
2011,12,8,0,5.32930812,-2.932120769,3,0.545740878,10.36035211
2011,12,9,0,7.297882334,-0.489386377,1.181678751,0.488404777,9.840604179
2011,12,10,0,12.5245756,1.286300479,1.205272924,0.41387391,4.732901455
2011,12,11,0,13.21817892,4.782980233,1.804864743,0.408652023,3.001685614
2011,12,12,0,11.26995679,3.906781294,2.7,0.407298394,6.033924068
2011,12,13,0,10.70083283,3.988942178,3,0.535,5.29271918
2011,12,14,1.26930291,10.71438378,-7.754368873,6.569281935,0.597933405,7.23330517
2011,12,15,4.154074487,-0.233782844,-8.677010554,5.240229008,0.911843424,3.918400768
2011,12,16,0.2,-0.714406152,-7.929743913,4.3,0.897660036,3.713201113
2011,12,17,0.211968085,0.572330818,-6.466803458,4.1,0.907208894,8.412823061
2011,12,18,0,0.777108511,-5.052457147,3.5,0.649116667,5.947182837
2011,12,19,0,0.85413485,-4.777858055,3.8,0.790693333,6.548269147
2011,12,20,0,2.342936381,-3.857238735,3.4,0.69611875,9.162293505
2011,12,21,0,2.976989414,-2.5,3.221371461,0.643278333,8.617292107
2011,12,22,0,7.542828907,-0.999174458,3.7,0.588705302,9.443511809
